"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SON",6.68566811984892e-119,0.316996656446007,0.947,0.554,2.25266901630189e-114
"MLPH",9.11171611422461e-119,0.407188602716163,0.377,0.097,3.07010162752684e-114
"ANKRD37",9.82750336815894e-119,0.329169454046367,0.493,0.159,3.31127898486747e-114
"CYR61",2.61579421513284e-118,0.308609465363691,0.432,0.122,8.8136570284686e-114
"CBR1",1.0066722536506e-117,0.261237066930607,0.759,0.351,3.39188149145032e-113
"CREB3L1",1.27736277704344e-117,0.299017878757802,0.33,0.063,4.30394614097015e-113
"HES1",1.45120879012909e-117,0.448715145772014,0.814,0.413,4.88970289746096e-113
"EIF5",1.75904978646768e-117,0.374637422034252,0.961,0.626,5.9269423505242e-113
"EMP2",2.24733053231523e-117,0.318528321621801,0.809,0.42,7.57215549558294e-113
"IGHA1",2.37528174961876e-117,0.555773419279945,0.691,0.304,8.00327432716544e-113
"MUC1",1.66749222596981e-116,0.377726177168166,0.584,0.226,5.61844830618267e-112
"MT2A",5.64263632510521e-116,0.440062383103613,0.764,0.382,1.90122988338095e-111
"SEC62",7.70152868979716e-116,0.289521741032199,0.938,0.539,2.59495307674025e-111
"VCP",3.9594484323089e-115,0.279619380255699,0.874,0.459,1.33409655478216e-110
"MT1E",1.38192396220049e-114,0.679093919043635,0.484,0.178,4.65625459823833e-110
"STARD10",2.29705197786119e-114,0.323498962629975,0.924,0.548,7.73968693420549e-110
"RPS9",9.36503479768065e-114,-0.292910427732062,1,1,3.15545482473052e-109
"SURF4",1.93455410969587e-113,0.252265132427967,0.884,0.46,6.51828661720927e-109
"CAPZB",9.76539057667113e-113,0.314089640733687,0.967,0.652,3.29035070090357e-108
"XIST",1.63417914629156e-112,0.50944080177477,0.462,0.157,5.50620321551478e-108
"CCT5",1.95193092232136e-112,0.324068056900674,0.929,0.587,6.57683604966959e-108
