"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TLE4",1.87985661451352e-28,0.304442266587825,0.248,0.174,2.62615969047538e-24
"GPX2",3.95812010106059e-28,-0.273877516901858,0.866,0.91,5.52949378118165e-24
"PPP1R10",6.03961734985366e-27,0.35601239135374,0.383,0.308,8.43734543774557e-23
"JUNB",1.30460357687682e-25,0.462688307181284,0.85,0.861,1.82253119689692e-21
"SUPT5H",2.43522277537973e-25,0.318461771253567,0.488,0.436,3.40200621720549e-21
"CLDN4",5.65386978781788e-25,0.348523653111259,0.929,0.944,7.89845609358157e-21
"HIST1H2BN",8.44134519069648e-25,0.267351557479621,0.12,0.068,1.1792559231403e-20
"ZNF90",1.60003905539767e-24,0.250402977747621,0.583,0.557,2.23525456039055e-20
"CLTB",2.75689471549494e-24,0.358094947862515,0.781,0.819,3.85138191754644e-20
"RND3",3.10787316305842e-24,0.641975894631446,0.694,0.723,4.34169880879261e-20
"ADM",3.18045015411903e-24,0.325416246939913,0.566,0.53,4.44308886530429e-20
"DMBT1",2.37000363919846e-23,-0.39372388322209,0.088,0.149,3.31089508396025e-19
"ACTN4",3.84917996235831e-23,0.317642678980498,0.809,0.855,5.37730440741456e-19
"PPP1R15A",9.66122053967575e-23,0.42846251201185,0.809,0.855,1.3496725093927e-18
"GALNT3",1.02007380598461e-22,0.268565337363208,0.547,0.523,1.4250431069605e-18
"GADD45B",1.56193988375925e-22,0.398156667286718,0.574,0.536,2.18203001761167e-18
"PET100",2.00433112191936e-22,0.29452786663193,0.668,0.648,2.80005057732135e-18
"COX20",2.0806003832215e-22,0.281918625723319,0.708,0.743,2.90659873536043e-18
"HIST1H2BG",4.1360380391244e-22,0.467615787441829,0.257,0.192,5.77804514065679e-18
"PSMC4",5.84847949066967e-22,0.253179785333227,0.638,0.635,8.17032584846552e-18
"CYP3A5",6.3786204806575e-22,0.506787210933288,0.576,0.555,8.91093281147853e-18
"RP11-357H14.17",1.11139279890018e-21,0.550030112361733,0.57,0.55,1.55261574006356e-17
"SELM",2.61638042496698e-21,0.255072225829681,0.497,0.439,3.65508345367888e-17
"CYR61",4.27014832563043e-21,0.251975405453864,0.311,0.243,5.9653972109057e-17
"AGR3",1.1093237207982e-20,0.331393633799264,0.441,0.368,1.54972523795509e-16
"DUSP1",1.32618510315117e-20,0.302890565507563,0.735,0.74,1.85268058910218e-16
"C19orf33",1.43763071355334e-20,0.715822081172267,0.757,0.81,2.00837010683402e-16
"CD46",2.85734416099176e-20,0.313084092295233,0.741,0.782,3.99170979290549e-16
